Genes	sup35_mut_1	sup35_mut_2	sup35_mut_3	sup35_mut_4	sup35_wt_1	sup35_wt_2	sup35_wt_3	sup35_wt_4
RPS12		10019.8	20980.6	15587.2	49607.2	10207.8	17617.5	26733.9
RPS13		33140.8	15174.2	27947.3	142336	20238.5	26373	19421.8
RPS15		40090.6	27197.2	64547.8	23413	27313.1	18954	28329.4
RPS19A		356.594						
RPS1A		7903.48	8311.18				4996.79	6586.95
RPS1B		5804.39	6074.51	5394.98	15611.7	2274.28	4427.98	13010.6
RPS2		83708.2	50743.6	292189	40511.7	68652.1	53546.5	34237.1
RPS20		4872.63	12496.8	19146	23756.6	17611.1	4078.48	12197.6
RPS21A		3321.07	13621.3	42318.1	14268.6	17278.3	3857.34	13939.1
RPS21B		16283.3	66007	189236	36029.4	18887.1	17916	44216.2
RPS22A		6380.44	6611.72				1943.88	2132.29
RPS26A								
RPS26B								
RPS29A		29571.3	41943.4				25787	31022
RPS29B		10448.6	15837.8				6007.66	19927.9
RPS3		77929.4	64774.1	181239	121210	55537.1	70359.9	52961.9
RPS31		10680.1	8780.46	4476.32	55546.6	3890.9	5379.37	19384.8
RPS5		41446.2	48215.7	39750.5	67458.6	32836.2	40542.9	33716.3
RPS7A		126342	76582.8	22793.2	55554.7	88717.9	79741.7	69502
RPS7B		26403.9	10912.2	9285.09	23388.3	15744.6	17062.9	9426.84
RPS9B		215.271						73.3644
RPT1		3311.78	4586.2	11596.8		5803.95	3420.76	4282.77
RPT2		6355.75	5901.05	20665.2		3106.35	3984.01	3295.78
RPT3		2845.3	3791.59	21949.9		2105.2	2881.95	2417.37
RPT4		4070.4	5527.39	9640.03		6036.39	3361.43	2464.98
RPT5		1991.43	5279.48	21788.3		4183.75	3121.37	4156.1
RPT6		4800.8	3025.6	8058.5		10170.9	3741.83	3697.54
RQC1		146.821	688.414			388.549		
RQC2		4177.22	1870.6	4049.4		2170.7	1184.98	1153.74
RRB1								
RRD1								263.94
RRF1			1524.25					543.929
RRG1								
RRG7								178.626
RRG8		939.129						
RRG9								
RRP1		754.45	349.53	1744.41		1263.83	768.842	769.018
RRP12		3063.7	2179.5	8013.32		3749.79	3130.46	1278.03
RRP15		1072.11	795.618			841.713	616.813	449.356
RRP17		866.645	368.394				307.371	408.185
RRP3		2008.37	520.891			1867.78	1169.56	1689.56
RRP4		336.645	1421.57				1197.51	1049.64
RRP40		499.21	1170.53	1937.92		1338.72	472.178	932.357
RRP42		697.589	1475.26	2016.39		476.447		322.116
RRP43		5386.82	2202.88				4796.66	2022.09
RRP45		783.245	1645.89	5129.96		2051.03	2818.28	1742.2
RRP46		786.59	1150.83			2614.29	1111.92	632.451
RRP5		2031.34	1396.27	956.185		2119.21	1559.32	2321.59
RRP6		1756.03	900.888	1629.16		1029.07	985.632	242.912
RRP7		1584.96	160.741				676.833	148.605
RRP8								
RRP9			494.085				785.275	
RRS1		2144.46	756.811	3066.57		632.805	1340.67	
RRT2		228.819	768.135					444.572
RSA4		1997.52	283.897			3153.13	372.228	296.779
RSC1								
RSC2		679.102	462.543				623.486	
RSC3			604.229			1523.17	1345.46	398.18
RSC30								761.486
RSC4								509.371
RSC58		2823.48	840.617	2407.49		1801.47	1662.28	
RSC6		1367.09	421.126			821.447	1637.97	981.986
RSC8		3245.8	794.423	9658.21		1102.28	975.327	1279.58
RSC9		1048.34	1241.05	1844.32		3088.65	962.409	582.191
RSM10		608.172	876.436			3766.71	1045.9	943.078
RSM18		1192.61				1044.14	1719.44	1551.34
RSM19		646.852	2706.68				737.511	4400.6
RSM22		1013.89	358.584				1243.56	362.942
RSM23		2312.75	1387.36			3970.7	2312.08	1322.9
RSM24		3585.25	1327.37	8496.8		2048.24	3405.98	2185.43
RSM25		493.738	639.722				510.625	717.905
RSM26		319.197	315.816	5479.43		3638.59	2137.79	1179.43
RSM27								296.395
RSM28		728.75	364.956				675.431	264.868
RSM7		1142.33				2545.7	1364.04	1522.46
RSN1		1579.46	990.388			1716.53	2070.78	737.723
RSP5		1013.08	1449.67	9087.03		2068.97	1731.87	1028.91
RSR1		1501.03	1447.51		32116.9	1070.43	1192.49	1551.5
RTC3		2163.22	4576.83	6984.82		6819.72	6815.44	2267.86
RTC5								181.106
RTC6								
RTG1						379.112		666.747
RTG2		2532.06	1729.53			2966.25	1722.28	1650.53
RTG3							263.97	546.693
RTK1			364.388					
RTN1		6030.89	7063.34	2661.05	11836.9	10062.5	6962.66	5103.4
RTP1		514.692	405.034			392.581	792.137	171.445
RTR1		723.32	1254.32			995.292	5660.74	523.668
RTS1		864.069	880.979			503.098	837.53	811.6
RTS3		1296.79	456.485				168.864	
RTT10		2651.38	1654.81	5604.68		1314.21	1306.38	1292.46
RTT101		552.365				523.451	938.538	378.587
RTT102		1186.5	403.586			3946.38		
RTT103		1323.12	1050.33	1415.81		1821.53	1134.4	1026.91
RTT106		1578.26	969.225	2953.65		1656.89	4383.29	694.358
RTT109		964.344	378.87			1023.54		
RUB1								577.11
RUD3		916.571	451.273	3162.57		1144.05	648.515	345.88
RVB1		4814.43	4093.71	19929.2		4870.26	5008.26	2099.2
RVB2		3061.98	2577.31	18373.6		2115.94	3389.69	1984.04
RVS161		1278.73	1022.31	2465.55		1977.49	2048.29	1675.23
RVS167		1115.74	1001.33	3586.23		949.666	1047.11	1118.92
SAC1		3517.11	1933.58	6877.3	15104.4	2479.85	2831.42	2166.04
SAC6		7805.41	8545.5	40505.8	27512.5	26543.3	9412.01	6427.32
SAC7		411.942	785.998					357.611
SAD1		651.764	226.923	1595.52		498.987	1460.84	
SAG1			514.975					412.524
SAH1		36976	51687.8	43547.5	63918.8	45348.5	41190.6	65040.6
SAL1			603.899					900.326
SAM1		7403.69	8270.48	42788.8	84006.2	45897.2	15413	8560.52
SAM2		14172.5	22059.3	22079	39614.1	36134.8	24401.2	15472.6
SAM3		556.398	762.023				468.354	1317.86
SAM35			79.6461					
SAM37			650.924			2287.47	575.518	1183.85
SAM4		797.701	1294.99	1541.59		2220.83	1079.75	797.214
SAM50		2039.95	439.279			4101.76	1778.93	444.913
SAN1								
SAP155		772.208	709.349			804.367	1197.9	286.643
SAP185		291.618	146.456	421.641		472.361	429.357	
SAP190		865.914	1088.09	2739.7		1275.59	908.448	476.684
SAR1		5241.56	4147.59	27068.9	11036.4	11416.3	8288.04	3672.62
SAS10		2126.07	1822.66			1034.58	547.269	912.288
SAS5								
SAT4		100.118					1346.22	399.179
SAY1								
SBA1		2818.91	6988.89				3065.77	5158.84
SBE2								
SBE22								
SBH1								
SBH2								
SBP1		4001.6	3528.51	154026	61899.4	7481.98	3399.12	4035.36
SCD6		2234.91	480.868			3779.07	756.852	481.507
SCEI								
SCH9								
SCJ1			124.11					641.763
SCL1		2932.78	4703.76	27304.2	19815.9	7860.65	2511.01	3254.53
SCM4		3756.74	579.191				4871.55	483.032
SCO1		2237.74	1626.01	2700.27		4334.62	1345.32	735.905
SCO2		1223.21	1325.58				943.84	293.56
SCP1								245.868
SCP160		7841.86	6760.45	9593.35	45251.3	14049.5	8062.92	5954.25
SCS2		1506.8	3051.07	15375.4		2232.5	1503.61	2868.2
SCS22								
SCS3		2339.53				530.777	732.236	
SCS7		4608.98	2686.29	4862.16		3896.92	4003.52	2232.51
SCT1		651.502					795.353	1183.85
SCW10		1576.03	866.22	5082.37		1362.57	977.247	934.005
SCW4		1460.75	4852.11	15307.6		2759.88	4021.32	5177.65
SCY1			360.734					
SDA1		1721.73	1998.34	15866.8		367.044	1271.48	
SDC1		547.488	611.35			961.111	832.064	
SDH1		697.964	1012.39		31682.9	3180.66	984.68	1160.72
SDH2		1384.28	1482.77				1581.26	1809.67
SDH3		978.844				1339.37		1523.48
SDH4		2649.71	523.066			1534.13	608.827	454.426
SDH5			775.335	3195.5		1265.06	942.964	1914.4
SDH6								
SDH7		337.41	527.546				429.71	
SDH8		476.933	894.509				904.635	969.536
SDO1		641.682	732.846			588.611	701.947	905.552
SDS22		1868.39	2225.09	4104.46		2898.01	3056.59	1355.33
SDS23		3111.21	2693.45	5372.27		6036.28	3443.92	1528.78
SDS24		1345.72	640.711			4677.29	1313.01	730.587
SDT1		1496.85	1725	4464.74		2856.45	2146.61	1034.43
SEC1								
SEC10							646.503	273.461
SEC11			1096.03			1009.98		628.122
SEC12			999.709			1434.43	836.606	322.218
SEC13		1937.51	2527.01	23654.2		5218.47	2429.84	3371.18
SEC14		1462.5	2097.66	16392.4	9342.81	3552.39	2099.87	3619.81
SEC15		804.718				614.091		
SEC16		771.61						254.66
SEC17		1399.42	1771	6572.77		5961.95	2388.03	1348.3
SEC18		3617.07	2294.8			1559.59	2514.21	1801.79
SEC2		668.893	561.231			1002.3	398.983	143.871
SEC20								
SEC21		1489.9	1586.81	7817.6		4554.82	1685.21	2298.82
SEC22		395.674	630.786			1764.1		416.905
SEC23		3972.93	3653.29	37065.9		9523.62	4367.18	3889.48
SEC24		1472.02	1343.63			1919.97	1455.81	1190.12
SEC26		1537.66	1313.1	3354.15		2021.36	2076.46	1068.9
SEC27		2431.42	2557.72	47074.3		7130.52	2972.8	3815.66
SEC28			359.129					785.668
SEC3		1414.86				585.83	1546.06	
SEC31		1767.4	1272.61			4353.32	1828.14	972.4
SEC39		1664.72	602.503	8927.75		3567.59	1546.11	294.811
SEC4		785.747	2234.5		29373.6	708.768	619.484	2844.07
SEC5								
SEC53		6842.48	14877.1	40700.6	21576.2	18415.1	12431.5	15355.6
SEC59								
SEC6							829.101	
SEC61		8145.17	7036.8	15285.1		7932.98	7180.47	2676.75
SEC62		385.636						486.843
SEC63		2919.74	1188.75			4377.19	2215.48	885.98
SEC65		1726.05	809.63	2528.69		807.031	1628.07	536.186
SEC66			493.014			1598.76	250.602	848.242
SEC7		1690.77	1118.13	2146.34		1880.56	1239.4	941.32
SEC72		1459.55	764.228			3471.06	2919.21	1082.91
SEC8		173.995				1449.59		348.187
SEC9								318.319
SED4		657.526	412.838					505.919
SED5		860.984	480.204			863.22	806.676	303.218
SEG1		722.881	1017.51				1301.27	894.663
SEG2								
SEH1			1053.45			878.327	515.086	1044.87
SEI1			832.074					
SEN1		1012.17						
SEN15			375.796	1048.39		283.256		
SEN2								
SEN34			209.501				2478.56	
SEN54		2220.8						
SER1		2986.85	4089.81	25631.6	8715.85	7680.49	4182.36	3429.88
SER2		890.142	2012.33	3910.35		1334.66	654.995	1499.05
SER3		562.299	545.63				512.639	363.58
SER33		449.912	884.243			1330.99	1673.69	2911.41
SES1		8940.69	12500.2	28081.8	25243.2	16513.8	10210.9	8840.02
SET3								
SET5		109.232	148.926				258.158	104.45
SEY1		3182.94	2288.3	6807.15		3231.27	3449.14	1507.76
SFA1		4501.78	6182.77	35481.8	16691.2	4120.72	4332.2	4496.79
SFB2				987.16			648.397	
SFB3						3064.85		407.002
SFC1		630.832						
SFH1		901.755	1048.85			1464.19	978.621	817.019
SFH5		476.677	854.785	2927.28		708.636	895.215	672.652
SFK1		442.152						
SFM1		3027.39	2617.29	19636.9		5387.67	4058.24	2494.35
SFT2								653.494
SGD1		1579.86	1834.7				916.125	755.583
SGE1								
SGF73		461.156					544.194	248.607
SGM1		8933.57	11085.6				11020.8	9610.38
SGT2		4383.41	6412.77	25162.1	16166.9	2820.76	4760.43	4467.55
SGV1		274.944						
SHB17		8641.23	9666.15	43339.1	6493.23	6339.18	7333.73	5202.93
SHE10		1572.11	801.975			1408.97	1070.73	543.803
SHE2		872.382	1096.65	5669.66		1265.92	1104.94	1263.8
SHE4		401.91	519.194			761.083	309.41	645.27
SHE9								
SHM1		4124.29	5869.66	13118.8	31324.8	4041.08	2615.4	4342.3
SHM2		13597.4	12718.3	32371.1	102746	53513.6	27708.6	40486.4
SHO1		2120.15	1019.35				1248.6	300.621
SHP1		980.49	4000.42			5389.98	1626.72	3622.52
SHR5								68.0769
SHS1		1169.44				852.961	1533.98	331.101
SHY1		5395.26		22887.3			4092.47	
SIF2		145.33	351.397			271.19	227.497	849.138
SIL1		878.464	745.797			1686.06	1015.37	878.631
SIM1		63.1452						161.311
SIN3		403.67	502.934	2596.04		2381.26	1371.32	658.397
SIP1								264.718
SIP3		953.209				669.736	819.05	
SIP5								
SIR3		1901.91	232.144	2292.89		947.595	1441.69	
SIS1		3639.35	2820.03	10623.1	5531.7	2224.4	1964.68	2068.06
SIS2		515.124	1049.71				1144.94	555.548
SIT4			537.38			561.781		1407.16
SKG1			1061.33				1744.82	681.753
SKG3								
SKG6		887.379					203.156	
SKI2		3505.61	1630.82	5139.53		2772.02	3262.15	1269.1
SKI3		958.494	847.753	4947.14		1323.6	1353.65	1720.23
SKI6		2422.38	827.375	3151.95		3370.01	3331.55	1385.4
SKI8		625.87	537.88				216.492	308.039
SKN1							118.158	
SKN7		484.315	624.013				746.087	800.891
SKO1		283.07						
SKP1		2522.59	1787.35	3865.75	10112.5	6302.56	3816.49	1554.24
SKP2		363.517					328.444	120.115
SKT5		303.198	884.769				1469.46	189.469
SKY1								
SLA1		1224.81	487.096			1494.22	1253.77	636.026
SLA2		1023.85	627.765			1245.33	592.872	1737.38
SLC1		1372.8	2391.79	1401.71		2180.75	1148.39	1428.42
SLG1		51.3298	314.744					101.106
SLI1								
SLM1						1237.48		
SLM2								
SLM3		1519.85						
SLM4		1123.15	932.825			1956		582.821
SLM5		627.345				869.541	335.635	
SLN1		1430.56	355.997	1284.51		1635.02	474.736	
SLP1								
SLS1		1211.91						583.542
SLT2		2554.24	1378.06	13963		2798.52	3135.13	1392.19
SLX9		3329.37						
SLY1		981.87	1470.99	8244.86		2352.37	1229.12	1010.76
SMC1		527.468				735.601	522.38	236.266
SMC3		2518.51	286.345	7318.23		3136.39	1275.62	1117.36
SMC4		675.006	475.844	3674.89		1078.18	712.861	
SMD2			158.99			883.099		460.682
SMD3		570.818	980.831			1042.1	2972.74	2471.48
SMF1								
SMF3			244.554					1307.38
SMI1			235.84				1143.86	1294.62
SML1			441.333					1365.07
SMM1		2504.19	917.576	1359.61		3352.08	1507.27	1417.15
SMP3							157.782	
SMT3			1868.27		10158.5	1738	5751.06	7328.13
SMY1		2119.94						
SMY2		630.44	575.531					282.983
SNA2								
SNC1								209.98
SNC2		703.086	816.232				614.737	348.668
SNF1		2338.91	1687.72			4386.74	2388.48	1228.82
SNF12							609.807	
SNF2			482.361				342.7	357.039
SNF4		2328.02	1764.55	8058.7		2753.79	3050.15	2635.37
SNF6								214.156
SNF7		488.511	1631.67				1228.97	1757.34
SNG1		762.322	629.604					
SNL1		640.261						687.277
SNO1		1704.91	1215.75			3610.93	2303.55	
SNQ2		4534.85	2405.03	13314.9	9631.51	6167.73	3328.33	2626.31
SNU114		2412.16	2030.54	5507.75		2011.78	1892.94	1076.53
SNU13				15071.5				806.173
SNU56		399.869					451.36	
SNX3		801.406						409.2
SNX4		907.924	551.739	1615.34		424.78	825.784	437.405
SNX41								
SNZ1		7356.6	6636.92	11024.2		15429	6545.64	5052.06
SOD1		21634.2	36341.3	28952.8	100155	51261.9	17555.4	40388.9
SOD2		9463.29	11500.7	51135.6	9013.67	14038.3	5652.92	5775.14
SOF1		749.537	319.345				634.078	220.421
SOG2								81.2802
SOK2			395.683					419.254
SOL1		2216.28	1462.03	5564.09		3538.92	2080.35	1313.52
SOL2		2070.74	1845.31	7264.64		2694.44	2560.79	1368.36
SOL3		4215.8	5969.9	10647.2		9142.2	6047.62	4693.25
SOM1								
SOP4		866.914	527.728			591.943	635.672	717.436
SOV1								
SPA2		606.294	941.121	1357.57			1285.38	447.233
SPB1		988.752	1129.17			549.071	754.642	821.556
SPB4		408.105				1282.91	556.592	618.725
SPC1								779.201
SPC110		622.95					1102.18	
SPC2			707.118			797.623	788.956	
SPC25						435.501		131.169
SPC29			428.698					
SPC3		820.884	1034.71	7615.61		2811.94	1563.66	523.372
SPC42								
SPE2		892.093	696.373	2925.07		1529.4	1316.22	1220.3
SPE3		2116.5	3498.74	14458.3		4245.78	2828.9	3376.37
SPE4		1233.11	1106.56			2343.73	1258.53	950.616
SPF1		4843.08	2167.31	34348.5	20941	5322.46	4049.03	2450.94
SPN1		280.138				899.146	165.932	864.164
SPO14		5057.45						
SPO7		902.746					816.288	
SPO73								
SPS19								443.967
SPT14						716.374		154.764
SPT15		434.698	278.727			952.149	432.704	744.17
SPT16		2290.35	1256.06	9301.03		4967.38	2584.54	1378.27
SPT2		133.663						226.904
SPT3		1196.24		1560.9		966.648	791.734	
SPT4		848.096	872.795			5056.86	760.771	652.378
SPT5		3274.55	1970.13	5827.96		2686.23	3511.73	1271.14
SPT6		1518.33	1041.45	2517.35		2888.99	1393.66	1229.54
SPT7								
SPT8		299.796				1068.05	510.625	278.912
SQT1		1679.1	740.834			2473.82	1338.61	992.909
SRB2		460.919	729.702			1420	541.889	1087.83
SRB6						1251.65		369.473
SRB7		328.491	248.404	1064.4		1153.32	622.244	
SRC1		1080.12	395.169			2084.88	857.272	306.491
SRF1								
SRM1		3721.24	1827.9			15331	3524	3341.41
SRN2			386.339				208.332	294.457
SRO7		298.523						
SRO77								205.327
SRO9		26889.6	17900.3	46051.7		7943.73	10568.1	8528.72
SRP1		2615.97	1988.4	11241.9		4133.36	2600.44	1668.02
SRP101		1790.9	1932.22	4916.61		3272.34	1706.72	1191.98
SRP102			806.665				788.963	540.936
SRP14			488.026				925.176	697.19
SRP21		669.257					1495.02	346.367
SRP40			563.609					786.393
SRP54		745.894	369.705				435.217	715.98
SRP68		917.464	516.727	2984.23		2010.47	3782.26	615.588
SRP72		2098.2	1232.04			3349.01	1408.87	1764.19
SRV2		4150.87	5826.24	20523.3	2495.95	5152.26	7302.25	4289.23
SRX1		1105.96	890.445			190.387	453.164	297.561
SRY1			450.484			388.853	507.138	
SSA1		2103.13	2184.98	12769.7		3135.34	1638.15	3571.64
SSA2		4536.12	6787.58	19953.9	69855	3190.64	6956.17	12329.4
SSA4		258.559	1161.65				964.695	362.437
SSB1		2247.65	2571.01	10780.2		18728.7	2086.3	6979.76
SSB2		1739.31	3640.3	24342.5	8796.9	9719.32	2888.56	4092.83
SSC1		10344.7	15749.8	63369.9	191218	27998.5	10599.1	17038.3
SSD1		838.442	730.63			3340.66	918.95	241.345
SSE1		14663.1	27266.8	52523.4	68445.6	28283.1	18069.9	20849.8
SSE2		2214.01	2028.63	31420.9		3232.73	2031.68	4249.52
SSF1								
SSH1		799.747	2637.61	10765.4		1952.54	2960.53	1581.44
SSL2								
SSM4		983.281	988.732			3233.64	1065.14	831.709
SSO1		646.667	653.175			1159.11	1242.57	480.396
SSO2		2429.75	728.046	4967.16			1011.07	995.82
SSP120		646.765	819.77				1162.5	618.928
SSQ1		824.034					365.772	873.247
SSS1			2664.61					2255.14
SST2		316.93				845.516	1272.68	4393.62
SSU72		305.483	405.826					468.428
SSY5			1892.74			661.904		415.078
SSZ1		6210.97	5833.44	28450.5	38533.7	7684.19	5123.81	7172.6
STB3		708.941	741.594	2318.86		1727.37		383.985
STB6								
STE12		407.227				701.215	682.287	
STE13								361.75
STE14								89.549
STE18								
STE20		772.642	281.231				648.344	445.731
STE23		2285.6	2233.9	12185.3		2495.97	1667.1	2050.93
STE24		2131.07	2243.07			3761.2	2719.9	2027.91
STE3		1572.99				2589.77	2395.81	
STE4		574.217	742.839			1455.66	762.086	
STE5								
STF1			432.348					
STF2			373.709				460.716	321.273
STH1		1426.06	858.488			1078.96	1502.2	533.816
STI1		4370.89	4804.03	41617.1	10710.4	3496.26	4030.44	3426.08
STM1		13970.9	9891.33	590879	70093.3	39451.6	10231.7	8720.8
STO1		4629.64	4785	19438.6		6611.06	4501.8	3227.33
STP22		1222.14				1581.19	1334.82	373.014
STR2		666.898	821.132			1684.84	605.685	788.917
STR3		312.209	647.363			1794.03	1381.5	535.668
STT3		3525.4	1751.18	3044.5		3205.68	4481.23	1517.69
STT4		2028.36	1734.56	2151.76		966.556	622.866	2036.57
STU2		2002.43		2390.64		1815.27	494.202	
STV1		1490.94	247.388	5193.9		1813.5	1107.23	1141.5
SUA5							191.015	1020.08
SUA7		97.3238						
SUB1		2203.68	1208.15				2623.54	450.322
SUB2		5968.81	5274	10754.3	7555.32	10068.7	7418.37	6247.78
SUI1		3110.63	2802.43	6389.53		4337.16	3519.29	2895.03
SUI2		1749.66	2510.69	17448.5	12374.1	4249.87	2651.75	3666.09
SUI3		817.129	899.258	4272.32		2944.41	1110.94	1391.86
SUL1							1437.38	1018.06
SUL2		162.96					904.007	185.088
SUN4								
SUP35		250.094			5427.07	2679.23	724.407	1102.51
SUP45		1687.47	1574.4	2796.51		2642.52	1770.32	2344.58
SUR1		1021.57	265.908			1937.86	1038.22	583.299
SUR2		1128.69	921.343				1389.64	485.172
SUR7		2165.92	1307.29			3907.05	1858.41	783.198
SUS1		38.9755	157.093				211.58	
SUV3			3607.37			1644.1		4274.76
SVF1		2325.31	5543.52			2565.58	2353.52	1796.85
SVL3		470.962				3668.44	418.235	98.4687
SVP26		2018	1704.66					1165.87
SWA2			421.247					243.741
SWC3								
SWC4		703.57	478.365			963.616		
SWC5		538.577	412.779					
SWD3						543.052		
SWH1		707.727	332.324			990.018	402.182	413.049
SWI6			64.5941					
SWP1		1971.32	1424.88				4043.17	1179.38
SWR1		133.154						
SWS2		3800.48	2019.4			5197.89	2106.1	2259.4
SXM1		4211.11	3776.23	23747.4		6003.05	4481.3	2545.26
SYG1		195.438				1132.51	503.444	
SYM1								
SYN8		3611.63	1055.75			1843.28	3300.29	
SYO1		1402.12	299.774			977.519	674.387	294.637
SYP1		1142.56				3300.27	638.066	818.194
SYT1								
TAE1			1407.66			5267.83	1225.3	659.266
TAF1		735.908					403.938	
TAF10								
TAF11		299.587				153.948		
TAF12		1094.52	1501.15				1171.41	1331.6
TAF13								
TAF14		388.402	635.707				973.67	866.523
TAF2								
TAF3			564.675					317.83
TAF4								
TAF5		735.651	790.334				936.215	522.372
TAF6		1318.61	1642.35	5577.04		2768.06	1241.67	932.877
TAF8								
TAF9								310.648
TAH1		1008.4	1263.7	1304.74			1339.67	1094.09
TAH11			534.357					1400.92
TAL1		12175.3	15141	68903	27872.2	40126.8	19636.8	14888.6
TAM41		559.432						
TAN1		1060.58	692.694			584.286	952.315	696.502
TAO3			427.713					
TAP42		1074.91	1214.09			1295.09	1122.25	784.98
TAT1		937.161	954.424				590.672	
TAT2								
TAZ1		1006.46	1270.43	643.941		1515.81	1684.61	345.214
TBF1		654.3	374.823	1922.56		1442.78	905.262	884.583
TCB1		3404.87	1180.37	8546.42		2290.25	1874.87	233.543
TCB2		1143.4	408.002			408.056	505.784	531.763
TCB3		1700.04	652.844			3743.01	1888.58	1176.41
TCD1		462.384	962.083		10312.8		648.333	
TCD2		444.867	584.882			1648.6	350.77	267.598
TCM62		535.973	1342.83	8337.16		1863.45	1097.26	
TCO89								
TCP1		1980.33	2069.76	7788.12		3648.35	1957.89	2617.91
TDA10		2450.1	2327.28	7139.84		2399.18	971.216	1556.83
TDA2		367.158	191.113			270.538	333.849	
TDA3		214.215	296.751				254.993	701.942
TDA5								
TDA9		2227.04		1615.37		646.474		168.974
TDH1		6075.4	3774.01	17055	50254.2	14153.7	12554.8	12728.2
TDH2		19225.1	14822.5	66302.6	48225	25970.2	19620.2	19247.6
TDH3		39125.6	63760.6	479907	325160	73897.9	66795.6	51834.9
TEA1								
TED1		536.731	771.609				1258.21	621.355
TEF1		96982.6	70369.9	34296.3	105490	37105.3	73209.7	82872.4
TEF4		9227.04	9606.75	22970.4	73529.1	16211.3	8226.41	16726.1
TEL2			368.584			796.034		
TES1		524.723		2951.23			709.259	1102.52
TFA1								
TFA2		351.041	260.533				606.301	274.787
TFB1								
TFB2								
TFC1		833.079	456.201			406.291	677.976	1325.62
TFC6			344.188					467.473
TFC7		899.189				1456.61		568.121
TFG1		1078.89	2037.66				1040.15	
TFG2		655.618	382.116			549.194	329.754	499.57
TFS1		3650.02	2500.62			5651.38	4759.2	3394.34
TGL1		2940.56	959.764	1469.02		1483.3	1723.19	477.615
TGL2								
TGL3		226.102				668.254	344.604	522.934
TGL4		897.994	160.41			575.337	567.396	287.108
THI20		794.84	847.3			2533.85	731.038	564.088
THI6		454.082	659.023	3827.6		309.061	833.448	868.194
THI7								
THI80		1288.83	604.524	1566.93		1045.58	972.116	779.728
THO1		1344.59	933.243			1028.09	1321.71	1567.01
THO2		1334.87	294.448	1004.01		371.97	1308.02	480.974
THR1		3068.97	3647.94	13192.3		5594.84	3507.62	5437.59
THR4		25089.7	39557.2	224705	57563.7	35062.8	21661.8	22597.2
THS1		25233	31254.3	20426.4	51132.7	38903.3	32418.6	23738
TIF1		19026.6	26162.6	78936	103660	38185.6	24723.7	31599.6
TIF11		6835.37	5414.94	16119.6		7011.01	5327.92	2651.99
TIF3		2189.8	2269.77	8687.65		8249.44	3120.79	1709.5
TIF34		2284.51	2159.35	15301.9		3471.02	2598.64	2144.38
TIF35		1028.36	1475.5		4206.33		1476.19	1382.59
TIF4631		2157.86	2235.87				1412.31	2832.43
TIF4632		1201.84	877.779				638.142	768.542
TIF5		1793.28	1655.78		29127.3	9507.81	1753.41	4473.21
TIF6		696.936	1411.41	4094.48		6582.61	1487.31	1846.32
TIM10		1871.58	6327.76	18576.6		7278.74	3573.38	2784.56
TIM11		1358.82	6429.96		69732.8	1451.5	3298.66	797.626
TIM12		2683.24						
TIM13		1225.23	1373.12	7317.67			480.464	1779.04
TIM17		3002.78	2852.4	3523.65		4083.59	1799.35	
TIM18								
TIM21		1741.12	1118.32				1095.09	1180.72
TIM22							5363.16	
TIM23		2000.63	1722.16			672.765	2192.35	867.67
TIM44		1179.81	1911.79	10710.4	33149.3	2055.42	1412.29	2777.61
TIM50		1337.25	3293.32			3968.28	2042.96	1667.81
TIM54		914.884	576.878			1918.58	625.279	542.224
TIM8		5687.03	2976.34	19642.5		19824.3	2749.48	2542.89
TIM9		476.791	1621.19				1952.86	3019.81
TIP1		806.535	448.642					
TIP20								398.293
TKL1		22869.6	33295.5	20175.8	70614.4	33173.5	26897.3	26069.4
TLG2		550.203	391.967				372.212	309.172
TMA108		2426.54	1962.04	2932.64		1868.96	2180.15	925.784
TMA16		1643.61	310.118			1488.18	1205.79	
TMA17		2294.53	3379.45			2178.99	3157.53	2889.38
TMA19		11438.3	21280.5	14734.5	46154	22076.3	14165.9	20895.9
TMA20		503.2	863.391	1126.13		1235.57	1277.81	1498.23
TMA22		1218.51	441.769				960.022	416.389
TMA46		1512.36	1073.6			1032.6	226.396	856.5
TMA64		949.537	350.47	1746.64		345.568		563.623
TMA7		3734.09	1783.54		10538.1		1946.81	2105.05
TMC1		187.884	367.544					184.123
TMN2							213.597	
TMN3								
TMT1		1246.39	931.868	2823.18		2438.87	1040.37	1353.83
TNA1								
TOA1			487.498			522.569	338.474	447.963
TOA2		645.698	587.68	2610.23		1249.35	566.429	791.193
TOD6								
TOM1		1816.23	1149.89	3306.3		2061.29	1614.81	944.335
TOM20		6090.8	1978.31		9654.56	1696.27	910.544	2024.84
TOM22		2856.52	3648.04	8553.07	16281.3	12154	3594.76	2573.58
TOM40		6830.68	7300.11	14629.3	25677.4	10745.6	6736.75	2982.41
TOM5		207.601	779.087				788.391	1342.59
TOM6								
TOM7			1100.56			1961.89	1432.87	575.599
TOM70		4261.84	4150.8	15121.3	21551.2	5182.1	4168.87	2287.93
TOM71		746.861	214.673				916.893	289.353
TOP1		1119.26				1721.7	985.1	685.364
TOP2		908.703	494.581	12470.9		1173.95	1501.21	
TOP3			2543.54			2561.58		4364.35
TOR1		234.026	404.263			332.787	1257.77	182.412
TOR2		2353.96	1408.09	2690.05		1229.26	1578.72	6186.51
TOS1			2053.63	18882.2		1036.02	1284.15	498.366
TPA1		2912.47	2284.67	7234.08		4198.9	4376	2002.73
TPC1								
